subjectSlug,subjectName,classLevel,department,topic,difficulty,stem,optionA,optionB,optionC,optionD,correctIndex,explanation,source
mathematics,Mathematics,ss2,general,Mensuration,1,A rectangle is 10 cm by 13 cm. Perimeter?,46 cm,130 cm,23 cm,33 cm,0,Perimeter = 2(10 + 13) = 46 cm.,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,1,A rectangle is 10 cm by 9 cm. Perimeter?,38 cm,19 cm,29 cm,90 cm,0,Perimeter = 2(10 + 9) = 38 cm.,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,A triangle has base 12 cm and height 5 cm. Area?,30 cm²,32 cm²,17 cm²,60 cm²,0,Area = ½ × 12 × 5 = 30 cm².,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,A triangle has base 7 cm and height 12 cm. Area?,44 cm²,84 cm²,19 cm²,42 cm²,3,Area = ½ × 7 × 12 = 42 cm².,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,A triangle has base 11 cm and height 4 cm. Area?,44 cm²,24 cm²,15 cm²,22 cm²,3,Area = ½ × 11 × 4 = 22 cm².,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,A triangle has base 7 cm and height 10 cm. Area?,35 cm²,17 cm²,37 cm²,70 cm²,0,Area = ½ × 7 × 10 = 35 cm².,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,A triangle has base 6 cm and height 12 cm. Area?,72 cm²,38 cm²,18 cm²,36 cm²,3,Area = ½ × 6 × 12 = 36 cm².,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,Find the circumference of a circle of radius 35 cm (π = 22/7),3850 cm,220 cm,110 cm,227 cm,1,C = 2πr = 2 × 22/7 × 35 = 220 cm.,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,Find the circumference of a circle of radius 42 cm (π = 22/7),132 cm,271 cm,264 cm,5544 cm,2,C = 2πr = 2 × 22/7 × 42 = 264 cm.,jamb-style
mathematics,Mathematics,ss2,general,Mensuration,2,Find the circumference of a circle of radius 7 cm (π = 22/7),154 cm,44 cm,51 cm,22 cm,1,C = 2πr = 2 × 22/7 × 7 = 44 cm.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,Two angles of a triangle are 52° and 61°. The third angle is,113°,67°,128°,77°,1,Angles in a triangle sum to 180°: 180 − 52 − 61 = 67°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,Two angles of a triangle are 53° and 47°. The third angle is,100°,127°,80°,90°,2,Angles in a triangle sum to 180°: 180 − 53 − 47 = 80°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,Two angles of a triangle are 48° and 37°. The third angle is,132°,95°,105°,85°,1,Angles in a triangle sum to 180°: 180 − 48 − 37 = 95°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,Two angles of a triangle are 37° and 66°. The third angle is,103°,77°,87°,143°,1,Angles in a triangle sum to 180°: 180 − 37 − 66 = 77°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,Two angles of a triangle are 62° and 59°. The third angle is,118°,59°,121°,69°,1,Angles in a triangle sum to 180°: 180 − 62 − 59 = 59°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,The complement of 51° is,141°,129°,39°,51°,2,Complementary angles sum to 90°: 90 − 51 = 39°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,The complement of 67° is,113°,157°,23°,67°,2,Complementary angles sum to 90°: 90 − 67 = 23°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,The complement of 42° is,132°,138°,48°,42°,2,Complementary angles sum to 90°: 90 − 42 = 48°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,The complement of 48° is,42°,138°,48°,132°,0,Complementary angles sum to 90°: 90 − 48 = 42°.,jamb-style
mathematics,Mathematics,ss2,general,Angles,1,The complement of 63° is,63°,153°,27°,117°,2,Complementary angles sum to 90°: 90 − 63 = 27°.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 14, 17, 7, 6, 7",10.2,17,9.2,11.2,0,Sum = 51; mean = 51 ÷ 5 = 10.2.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 5, 1, 3, 9, 8",5.2,9,6.2,4.2,0,Sum = 26; mean = 26 ÷ 5 = 5.2.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 8, 15, 8, 19, 10",12,13,11,19,0,Sum = 60; mean = 60 ÷ 5 = 12.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 5, 16, 1, 12, 13",8.4,10.4,9.4,16,2,Sum = 47; mean = 47 ÷ 5 = 9.4.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 2, 10, 19, 2, 19",11.4,9.4,19,10.4,3,Sum = 52; mean = 52 ÷ 5 = 10.4.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 2, 16, 13, 10, 17",11.6,10.6,17,12.6,0,Sum = 58; mean = 58 ÷ 5 = 11.6.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 12, 17, 19, 16, 17",17.2,15.2,16.2,19,2,Sum = 81; mean = 81 ÷ 5 = 16.2.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the mean of 16, 8, 15, 1, 19",10.8,12.8,11.8,19,2,Sum = 59; mean = 59 ÷ 5 = 11.8.,jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 4, 11, 11, 15, 20",15,18,11,4,2,"Arranged in order, the middle value is 11.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 7, 12, 18, 19, 24",18,7,12,19,0,"Arranged in order, the middle value is 18.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 11, 14, 15, 19, 19",15,19,11,14,0,"Arranged in order, the middle value is 15.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 13, 16, 20, 21, 21",13,20,16,21,1,"Arranged in order, the middle value is 20.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 1, 12, 12, 20, 20",19,12,1,20,1,"Arranged in order, the middle value is 12.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 1, 3, 7, 13, 14",3,1,7,13,2,"Arranged in order, the middle value is 7.",jamb-style
mathematics,Mathematics,ss2,general,Statistics,1,"Find the median of 1, 15, 17, 17, 21",24,15,1,17,3,"Arranged in order, the middle value is 17.",jamb-style
mathematics,Mathematics,ss2,general,Probability,2,What is the probability of getting a prime number when a fair die is thrown?,1/20,1/2,1/3,1/6,1,3 favourable outcomes out of 6: probability = 3/6.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,What is the probability of getting an even number when a fair die is thrown?,1/3,1/2,1/6,1/20,1,3 favourable outcomes out of 6: probability = 3/6.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,What is the probability of getting a number greater than 4 when a fair die is thrown?,1/2,1/30,1/3,1/6,2,2 favourable outcomes out of 6: probability = 2/6.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,What is the probability of getting the number 3 when a fair die is thrown?,1/6,1/3,1/60,1/2,0,1 favourable outcomes out of 6: probability = 1/6.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,A bag has 5 red and 2 blue balls. One is picked at random. P(red)?,5/2,5/7,1/7,2/7,1,5 red out of 7 balls: P = 5/7.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,A bag has 5 red and 5 blue balls. One is picked at random. P(red)?,5/5,5/100,1/10,5/10,3,5 red out of 10 balls: P = 5/10.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,A bag has 4 red and 3 blue balls. One is picked at random. P(red)?,3/7,1/7,4/7,4/3,2,4 red out of 7 balls: P = 4/7.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,A bag has 7 red and 6 blue balls. One is picked at random. P(red)?,7/6,6/13,1/13,7/13,3,7 red out of 13 balls: P = 7/13.,jamb-style
mathematics,Mathematics,ss2,general,Probability,2,A bag has 2 red and 3 blue balls. One is picked at random. P(red)?,1/5,3/5,2/3,2/5,3,2 red out of 5 balls: P = 2/5.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A bus travels at 80 km/h for 5 hours. Distance covered?,400 km,200 km,480 km,85 km,0,Distance = speed × time = 80 × 5 = 400 km.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A bus travels at 40 km/h for 2 hours. Distance covered?,80 km,42 km,40 km,120 km,0,Distance = speed × time = 40 × 2 = 80 km.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A bus travels at 90 km/h for 2 hours. Distance covered?,270 km,92 km,90 km,180 km,3,Distance = speed × time = 90 × 2 = 180 km.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A bus travels at 80 km/h for 4 hours. Distance covered?,160 km,320 km,84 km,400 km,1,Distance = speed × time = 80 × 4 = 320 km.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A car covers 240 km in 2 hours. Average speed?,240 km/h,2 km/h,120 km/h,130 km/h,2,Speed = distance ÷ time = 240 ÷ 2 = 120 km/h.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A car covers 300 km in 4 hours. Average speed?,75 km/h,4 km/h,85 km/h,300 km/h,0,Speed = distance ÷ time = 300 ÷ 4 = 75 km/h.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A car covers 180 km in 3 hours. Average speed?,60 km/h,3 km/h,70 km/h,180 km/h,0,Speed = distance ÷ time = 180 ÷ 3 = 60 km/h.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A car covers 240 km in 3 hours. Average speed?,80 km/h,90 km/h,240 km/h,3 km/h,0,Speed = distance ÷ time = 240 ÷ 3 = 80 km/h.,jamb-style
mathematics,Mathematics,ss2,general,Speed & Distance,2,A car covers 300 km in 3 hours. Average speed?,300 km/h,100 km/h,110 km/h,3 km/h,1,Speed = distance ÷ time = 300 ÷ 3 = 100 km/h.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦10000 at 2% per annum for 4 years.,₦10800,₦800,807,₦200,1,I = PRT/100 = 10000 × 2 × 4 ÷ 100 = ₦800.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦5000 at 4% per annum for 2 years.,₦5400,₦400,₦200,407,1,I = PRT/100 = 5000 × 4 × 2 ÷ 100 = ₦400.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦5000 at 3% per annum for 3 years.,₦450,457,₦150,₦5450,0,I = PRT/100 = 5000 × 3 × 3 ÷ 100 = ₦450.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦10000 at 4% per annum for 5 years.,₦12000,2007,₦2000,₦400,2,I = PRT/100 = 10000 × 4 × 5 ÷ 100 = ₦2000.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦10000 at 6% per annum for 4 years.,₦600,2407,₦2400,₦12400,2,I = PRT/100 = 10000 × 6 × 4 ÷ 100 = ₦2400.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦20000 at 6% per annum for 3 years.,₦3600,₦23600,3607,₦1200,0,I = PRT/100 = 20000 × 6 × 3 ÷ 100 = ₦3600.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦50000 at 5% per annum for 5 years.,12507,₦12500,₦62500,₦2500,1,I = PRT/100 = 50000 × 5 × 5 ÷ 100 = ₦12500.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦50000 at 5% per annum for 3 years.,₦57500,₦2500,7507,₦7500,3,I = PRT/100 = 50000 × 5 × 3 ÷ 100 = ₦7500.,jamb-style
mathematics,Mathematics,ss2,general,Simple Interest,2,Find the simple interest on ₦10000 at 2% per annum for 3 years.,₦10600,₦600,607,₦200,1,I = PRT/100 = 10000 × 2 × 3 ÷ 100 = ₦600.,jamb-style
mathematics,Mathematics,ss2,general,Number Notation,1,"What is the value of the digit 4 in 73,435?",41,4000,400,4,1,The thousands place carries that value.,jamb-style
mathematics,Mathematics,ss2,general,Number Notation,1,"What is the value of the digit 3 in 13,105?",31,3,30000,3000,2,The ten thousands place carries that value.,jamb-style
mathematics,Mathematics,ss2,general,Number Notation,1,"What is the value of the digit 6 in 64,065?",600,6000,61,6,0,The hundreds place carries that value.,jamb-style
mathematics,Mathematics,ss2,general,Number Notation,1,"What is the value of the digit 0 in 40,035?",11,0,1,7,1,The ten thousands place carries that value.,jamb-style
mathematics,Mathematics,ss2,general,Number Notation,1,"What is the value of the digit 4 in 77,843?",400,41,4000,4,0,The hundreds place carries that value.,jamb-style
mathematics,Mathematics,ss2,general,Approximation,1,"Round 7,536 to the nearest hundred.",7600,7400,7536,7500,3,"7,536 to the nearest hundred is 7,500.",jamb-style
mathematics,Mathematics,ss2,general,Approximation,1,"Round 2,136 to the nearest hundred.",2200,2000,2100,2136,2,"2,136 to the nearest hundred is 2,100.",jamb-style
mathematics,Mathematics,ss2,general,Approximation,1,"Round 7,588 to the nearest hundred.",7600,7500,7700,7588,0,"7,588 to the nearest hundred is 7,600.",jamb-style
mathematics,Mathematics,ss2,general,Approximation,1,"Round 7,021 to the nearest hundred.",7000,6900,7021,7100,0,"7,021 to the nearest hundred is 7,000.",jamb-style
mathematics,Mathematics,ss2,general,Approximation,1,"Round 8,468 to the nearest hundred.",8468,8400,8600,8500,3,"8,468 to the nearest hundred is 8,500.",jamb-style
mathematics,Mathematics,ss2,general,Sets,2,"In a class, 10 students offer Maths, 6 offer English and 2 offer both. How many offer at least one subject?",12,14,18,16,1,|M ∪ E| = 10 + 6 − 2 = 14.,jamb-style
mathematics,Mathematics,ss2,general,Sets,2,"In a class, 10 students offer Maths, 5 offer English and 1 offer both. How many offer at least one subject?",15,14,13,16,1,|M ∪ E| = 10 + 5 − 1 = 14.,jamb-style
mathematics,Mathematics,ss2,general,Sets,2,"In a class, 10 students offer Maths, 7 offer English and 1 offer both. How many offer at least one subject?",17,16,15,18,1,|M ∪ E| = 10 + 7 − 1 = 16.,jamb-style
mathematics,Mathematics,ss2,general,Sets,2,"In a class, 8 students offer Maths, 5 offer English and 1 offer both. How many offer at least one subject?",13,12,14,11,1,|M ∪ E| = 8 + 5 − 1 = 12.,jamb-style
mathematics,Mathematics,ss2,general,Sets,2,"In a class, 9 students offer Maths, 5 offer English and 2 offer both. How many offer at least one subject?",12,16,10,14,0,|M ∪ E| = 9 + 5 − 2 = 12.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 4²,12,20,21,16,3,4² = 4 × 4 = 16.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 12²,132,157,156,144,3,12² = 12 × 12 = 144.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 14²,182,211,196,210,2,14² = 14 × 14 = 196.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 2²,2,4,7,6,1,2² = 2 × 2 = 4.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 8²,64,56,73,72,0,8² = 8 × 8 = 64.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 11²,121,132,110,133,0,11² = 11 × 11 = 121.,jamb-style
mathematics,Mathematics,ss2,general,Powers & Roots,1,Evaluate 3²,13,9,6,12,1,3² = 3 × 3 = 9.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 303 − 182,111,221,121,131,2,Subtract: 303 − 182 = 121.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 741 + 521,1272,1262,1362,1252,1,Add: 741 + 521 = 1262.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 776 − 169,597,707,607,617,2,Subtract: 776 − 169 = 607.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 585 + 172,757,767,747,857,0,Add: 585 + 172 = 757.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 158 + 668,836,826,926,816,1,Add: 158 + 668 = 826.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 212 − 121,81,191,101,91,3,Subtract: 212 − 121 = 91.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 123 − 152,-19,-39,71,-29,3,Subtract: 123 − 152 = -29.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 298 + 180,468,478,578,488,1,Add: 298 + 180 = 478.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 725 − 165,660,560,570,550,1,Subtract: 725 − 165 = 560.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 372 − 111,271,261,361,251,1,Subtract: 372 − 111 = 261.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 774 + 579,1343,1363,1453,1353,3,Add: 774 + 579 = 1353.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 360 + 807,1167,1267,1177,1157,0,Add: 360 + 807 = 1167.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 410 − 192,318,228,208,218,3,Subtract: 410 − 192 = 218.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 582 + 649,1331,1221,1241,1231,3,Add: 582 + 649 = 1231.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 816 − 142,774,684,674,664,2,Subtract: 816 − 142 = 674.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 400 + 260,670,660,650,760,1,Add: 400 + 260 = 660.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 855 + 605,1470,1450,1460,1560,2,Add: 855 + 605 = 1460.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 552 − 192,370,460,360,350,2,Subtract: 552 − 192 = 360.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 880 + 758,1648,1738,1638,1628,2,Add: 880 + 758 = 1638.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 525 − 186,349,339,329,439,1,Subtract: 525 − 186 = 339.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 485 − 130,355,345,455,365,0,Subtract: 485 − 130 = 355.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 326 + 742,1078,1168,1058,1068,3,Add: 326 + 742 = 1068.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 484 − 151,343,323,433,333,3,Subtract: 484 − 151 = 333.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 365 + 312,677,687,777,667,0,Add: 365 + 312 = 677.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 123 + 992,1215,1115,1105,1125,1,Add: 123 + 992 = 1115.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 558 + 459,1007,1027,1117,1017,3,Add: 558 + 459 = 1017.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 830 + 901,1721,1731,1741,1831,1,Add: 830 + 901 = 1731.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 806 + 476,1282,1272,1292,1382,0,Add: 806 + 476 = 1282.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 228 − 117,111,211,101,121,0,Subtract: 228 − 117 = 111.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 411 − 162,239,349,249,259,2,Subtract: 411 − 162 = 249.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 859 − 174,675,695,685,785,2,Subtract: 859 − 174 = 685.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 961 + 664,1625,1635,1615,1725,0,Add: 961 + 664 = 1625.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 866 + 411,1287,1377,1277,1267,2,Add: 866 + 411 = 1277.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 255 + 398,753,653,643,663,1,Add: 255 + 398 = 653.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 306 + 637,1043,933,953,943,3,Add: 306 + 637 = 943.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 893 − 105,798,778,888,788,3,Subtract: 893 − 105 = 788.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 292 + 929,1321,1221,1231,1211,1,Add: 292 + 929 = 1221.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 424 − 120,404,304,294,314,1,Subtract: 424 − 120 = 304.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 140 − 165,-15,-35,75,-25,3,Subtract: 140 − 165 = -25.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 404 − 171,233,223,243,333,0,Subtract: 404 − 171 = 233.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 163 − 134,29,129,39,19,0,Subtract: 163 − 134 = 29.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 207 − 125,82,182,92,72,0,Subtract: 207 − 125 = 82.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 967 − 184,773,883,793,783,3,Subtract: 967 − 184 = 783.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 310 + 561,881,871,861,971,1,Add: 310 + 561 = 871.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 423 + 556,1079,989,969,979,3,Add: 423 + 556 = 979.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 976 + 263,1249,1339,1229,1239,3,Add: 976 + 263 = 1239.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 536 − 142,394,494,384,404,0,Subtract: 536 − 142 = 394.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 174 − 107,57,167,67,77,2,Subtract: 174 − 107 = 67.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 497 + 206,713,703,693,803,1,Add: 497 + 206 = 703.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 867 − 129,748,838,738,728,2,Subtract: 867 − 129 = 738.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Subtract: 142 − 136,106,16,-4,6,3,Subtract: 142 − 136 = 6.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 920 + 925,1855,1845,1945,1835,1,Add: 920 + 925 = 1845.,jamb-style
mathematics,Mathematics,ss2,general,Arithmetic,1,Add: 242 + 129,381,471,371,361,2,Add: 242 + 129 = 371.,jamb-style
